1000 9.03377558499761e-01
2000 9.04460564602588e-01
3000 9.05117789862775e-01
4000 9.48685105018535e-01
5000 9.44589269434198e-01
6000 9.01656581730264e-01
7000 8.96235593680457e-01
8000 9.50839615397698e-01
9000 9.47489276347080e-01
10000 9.02098456978940e-01
11000 8.95011890252973e-01
12000 8.98397348499261e-01
13000 9.00700728080401e-01
14000 8.94868131734380e-01
15000 8.98864625135944e-01
16000 8.96879777283000e-01
17000 8.04252597950015e-01
18000 7.98912146534183e-01
19000 8.97550938119308e-01
20000 9.20545862371974e-01
21000 9.24755789344361e-01
22000 8.93033229825323e-01
23000 8.99915476142740e-01
24000 8.96256642472903e-01
25000 8.05583514277830e-01
26000 8.01548184433926e-01
27000 8.99155775518733e-01
28000 9.18813811707018e-01
29000 9.24975279203218e-01
30000 8.96053610955252e-01
31000 8.94549905228327e-01
32000 9.22183091629254e-01
33000 9.23246698015832e-01
34000 8.93221130203283e-01
35000 8.91850720984690e-01
36000 9.24290238851251e-01
37000 7.82796849159088e-01
38000 7.83218529174857e-01
39000 9.19986069813642e-01
40000 8.94059910287161e-01
41000 8.33370002511505e-01
42000 9.33104488769730e-01
43000 8.97541920302245e-01
44000 8.38634959587834e-01
45000 9.12719044798524e-01
46000 8.96580774327674e-01
47000 8.94159980742882e-01
48000 9.16483841284812e-01
49000 9.30316422645983e-01
50000 8.89967157814871e-01
51000 8.93257972759619e-01
52000 9.24623426315548e-01
53000 9.27535371422628e-01
54000 8.97871538495281e-01
55000 8.94012676063170e-01
56000 9.19445289344312e-01
57000 9.32393298671153e-01
58000 8.97882884347272e-01
59000 8.06630147691809e-01
60000 7.95708793602019e-01
61000 8.41192437747329e-01
62000 8.37952240658338e-01
63000 8.88150196184833e-01
64000 9.18596509378029e-01
65000 9.23809435401500e-01
66000 8.98766163638329e-01
67000 8.97237498492832e-01
68000 9.32145222397575e-01
69000 9.24311832262288e-01
70000 8.96690627288839e-01
71000 8.86781842409393e-01
72000 9.32303917445728e-01
73000 9.23394231001337e-01
74000 8.92981977398250e-01
75000 8.04215364514445e-01
76000 8.00447709979119e-01
77000 8.95600071074368e-01
78000 9.17618240250687e-01
79000 9.11030547317095e-01
80000 8.94055889371463e-01
81000 8.38987979905094e-01
82000 8.35398360314194e-01
83000 8.91470428184107e-01
84000 8.94135072767469e-01
85000 8.93830593431888e-01
86000 8.96614551311179e-01
87000 8.25234129797780e-01
88000 9.18067231766683e-01
89000 9.21029562440378e-01
90000 8.32798197440157e-01
91000 8.20587505614480e-01
92000 9.04727659988681e-01
93000 8.97737777157805e-01
94000 8.32726158331308e-01
95000 9.08113070163425e-01
96000 8.91640169592936e-01
97000 8.96178467060006e-01
98000 9.05046806295855e-01
99000 9.07706991813103e-01
100000 8.94412627662888e-01
101000 8.89746652946473e-01
102000 9.10446242478511e-01
103000 9.05142838796573e-01
104000 8.92821767336311e-01
105000 8.26556375590724e-01
106000 8.21615651983736e-01
107000 7.81364649392240e-01
108000 7.87442910374384e-01
109000 8.93202363261340e-01
110000 9.13793033912605e-01
111000 9.14160166214334e-01
112000 8.93607259571733e-01
113000 8.94256292429065e-01
114000 9.12689408545257e-01
115000 8.98522248080536e-01
116000 8.94667719403843e-01
117000 9.00825474902006e-01
118000 8.98830412742898e-01
119000 8.97452401549081e-01
120000 9.05845153245861e-01
121000 8.49960307506827e-01
122000 8.98185332142102e-01
123000 9.04879110709992e-01
124000 8.34449968726201e-01
125000 8.93961483561211e-01
126000 9.12838721930448e-01
127000 9.15710368626310e-01
128000 8.94859529742342e-01
129000 8.40011668402046e-01
130000 8.40753832440437e-01
131000 8.96242176646915e-01
132000 8.99623726441663e-01
133000 9.00467565995384e-01
134000 9.09156901565770e-01
135000 9.04408614438413e-01
136000 8.95057923100536e-01
137000 8.95650860115945e-01
138000 9.16766774098067e-01
139000 9.24975978170660e-01
140000 8.99512421984731e-01
141000 9.01786880453729e-01
142000 9.27832529028420e-01
143000 7.85093854488133e-01
144000 7.65458440913851e-01
145000 9.25455552037328e-01
146000 9.01188874673276e-01
147000 9.04438169326040e-01
148000 8.99747365329123e-01
149000 9.01671730625964e-01
150000 9.22560134810092e-01
151000 9.30264541830040e-01
152000 9.03079457498669e-01
153000 8.99619848916058e-01
154000 9.14343643979629e-01
155000 9.22672599219704e-01
156000 8.99284083611426e-01
157000 8.34518175783023e-01
158000 9.18064187564662e-01
159000 8.97303663627211e-01
160000 8.34297668548563e-01
161000 9.21891326837610e-01
162000 9.01246829577590e-01
163000 8.94634774045212e-01
164000 9.07708781423332e-01
165000 9.10098480730929e-01
166000 8.98086081779090e-01
167000 9.04549345347604e-01
168000 9.07429861431589e-01
169000 9.13118621517154e-01
170000 8.98663143722337e-01
