1000 3.55936348222363e-01
2000 3.45588623754476e-01
3000 3.50005989227085e-01
4000 3.36724534423442e-01
5000 3.41869031195747e-01
6000 3.51201320355679e-01
7000 3.43355922285631e-01
8000 3.46659607270865e-01
9000 3.52199706106068e-01
10000 3.42897598481394e-01
11000 3.69646393673185e-01
12000 3.54566845377045e-01
13000 3.69026269678104e-01
14000 3.69549633947832e-01
15000 4.47790439352376e-01
16000 4.59515304206877e-01
17000 3.64494296286574e-01
18000 3.17838797428481e-01
19000 3.25930107868143e-01
20000 3.51730182670351e-01
21000 3.36226883264934e-01
22000 3.32987390006208e-01
23000 3.45713828018033e-01
24000 3.37180564979496e-01
25000 3.23985404403026e-01
26000 2.91045808373435e-01
27000 2.93417550798183e-01
28000 3.59413119989063e-01
29000 3.69696456727248e-01
30000 3.54845878772056e-01
31000 3.39540339815190e-01
32000 3.32729551120685e-01
33000 3.23662734411350e-01
34000 3.49938076455621e-01
35000 3.51450705731141e-01
36000 3.40998350720936e-01
37000 3.45754544135026e-01
38000 3.51461860711303e-01
39000 3.32602914815052e-01
40000 3.41067550787793e-01
41000 3.29674971929728e-01
42000 2.97454085103192e-01
43000 2.96437219329198e-01
44000 3.32001673192733e-01
45000 3.52554689486265e-01
46000 3.46964957189263e-01
47000 3.47061807072092e-01
48000 3.47406151320393e-01
49000 3.73830108104478e-01
50000 3.53777316525293e-01
51000 4.52445650287019e-01
52000 4.44991763769977e-01
53000 3.39892888648362e-01
54000 3.56743963314696e-01
55000 3.40521449853968e-01
56000 3.37965407390199e-01
57000 3.67784849498112e-01
58000 3.67999832733230e-01
59000 4.55534387042251e-01
60000 4.42205469449663e-01
61000 3.36769620942082e-01
62000 3.40283154489925e-01
63000 3.36085240053445e-01
64000 3.61020022994807e-01
65000 3.55101818730391e-01
66000 3.82868971675151e-01
67000 3.86275400750012e-01
68000 3.94768949944565e-01
69000 3.84272559236371e-01
70000 2.95084621153630e-01
71000 2.97492889819847e-01
72000 3.48950509438106e-01
73000 3.54833061967634e-01
74000 3.57429947420714e-01
75000 3.82437940658239e-01
76000 3.57797823293147e-01
77000 3.65844990785413e-01
78000 3.74132600790120e-01
79000 3.73595934477565e-01
80000 3.54749341707923e-01
81000 3.81348564094362e-01
82000 3.64663920887307e-01
83000 3.59058621826925e-01
84000 3.32867538179830e-01
85000 3.46131397572996e-01
86000 3.73312600488672e-01
87000 4.55903179165522e-01
88000 4.53971838404513e-01
89000 3.87896967090057e-01
90000 3.88063054986871e-01
91000 3.92769456620103e-01
92000 3.41791933680098e-01
93000 3.58204533010953e-01
94000 3.30637962002834e-01
95000 4.55548073357661e-01
96000 4.46809027124228e-01
97000 3.42443106840353e-01
98000 2.60171609533023e-01
99000 2.86330539540747e-01
100000 3.58782211574232e-01
101000 3.54885219928230e-01
102000 3.34378619497460e-01
103000 3.36717930037320e-01
104000 3.73269813374105e-01
105000 4.42366859163224e-01
106000 4.40790378857293e-01
107000 3.89052784985638e-01
108000 3.42636435362629e-01
109000 4.43175300170894e-01
110000 3.47572547980491e-01
111000 3.49843739040111e-01
112000 4.39980466072208e-01
113000 3.57373611690657e-01
114000 3.36742201126180e-01
115000 3.45494888095389e-01
116000 3.48069763918383e-01
117000 3.36760991011119e-01
118000 3.82191194288355e-01
119000 3.80745436043402e-01
120000 3.79553397766939e-01
121000 4.37274092607477e-01
122000 4.43406482911716e-01
123000 3.57477664457408e-01
124000 3.77183767989195e-01
125000 4.55740276150914e-01
126000 3.34779010205107e-01
127000 3.31287322773615e-01
128000 4.51257124220813e-01
129000 3.73135783779957e-01
130000 3.43635767129927e-01
131000 3.60148165561029e-01
132000 3.60643046031958e-01
133000 3.55609392409268e-01
134000 3.62912489043657e-01
135000 4.33732105264692e-01
136000 4.47982737316809e-01
137000 3.49877091424149e-01
138000 3.27182685155312e-01
139000 3.34433271258026e-01
140000 3.56405012750935e-01
141000 3.64270391626197e-01
142000 3.24990159131525e-01
143000 3.40094160466005e-01
144000 3.68640711905864e-01
