1000 9.54461057315205e-01
2000 9.62617101609649e-01
3000 9.58531168340189e-01
4000 9.05410739083894e-01
5000 8.99156865046420e-01
6000 9.50805145371700e-01
7000 9.52115246898484e-01
8000 8.95023415649792e-01
9000 8.99200035452314e-01
10000 9.40461660604828e-01
11000 9.29787230333303e-01
12000 9.42287439169315e-01
13000 9.36359661576689e-01
14000 9.36708862646128e-01
15000 9.32556727901690e-01
16000 9.33110263560648e-01
17000 9.36749403616604e-01
18000 9.26370978249930e-01
19000 9.27577246376002e-01
20000 9.01481549088377e-01
21000 8.98637171740187e-01
22000 9.32358691607073e-01
23000 9.31081112142729e-01
24000 9.22428607127772e-01
25000 9.36559675146235e-01
26000 9.25084465898593e-01
27000 9.28746536070884e-01
28000 8.96765800220737e-01
29000 8.98236316738688e-01
30000 9.30099048145383e-01
31000 9.15241554346870e-01
32000 8.97104857437433e-01
33000 8.93705357497675e-01
34000 9.18727950177199e-01
35000 9.21361722873053e-01
36000 8.94667559180267e-01
37000 8.97757928540374e-01
38000 8.97891019994608e-01
39000 9.00157939737058e-01
40000 9.08447911512659e-01
41000 9.22104273095279e-01
42000 8.40006009159884e-01
43000 8.36092372312680e-01
44000 8.94252718709029e-01
45000 8.96345075911284e-01
46000 9.23012713767925e-01
47000 9.22656331127803e-01
48000 8.88441532282421e-01
49000 8.96608551751985e-01
50000 9.20386076958863e-01
51000 9.21109814149242e-01
52000 8.96640723460941e-01
53000 8.98717967761836e-01
54000 9.29798346328593e-01
55000 9.27490816095977e-01
56000 8.95619853020320e-01
57000 8.97132773427753e-01
58000 9.11661237152475e-01
59000 9.24286586900147e-01
60000 9.26644805680320e-01
61000 9.50791690413803e-01
62000 9.26289026065722e-01
63000 9.26413934472402e-01
64000 8.92987259885565e-01
65000 8.88933442301901e-01
66000 9.22593978097772e-01
67000 9.19274223198218e-01
68000 8.93239003421247e-01
69000 8.94243477302180e-01
70000 9.36973984848004e-01
71000 9.35312267036660e-01
72000 8.91731331338562e-01
73000 8.86314732038608e-01
74000 9.27854859100156e-01
75000 9.17176085828947e-01
76000 9.17554508895067e-01
77000 9.19420926351607e-01
78000 8.94459491809257e-01
79000 8.97289810901161e-01
80000 9.19612862581855e-01
81000 9.16915747598152e-01
82000 9.24012607679625e-01
83000 9.16622338900715e-01
84000 9.20708101987858e-01
85000 9.17665222231441e-01
86000 9.17003791288259e-01
87000 9.17310286267252e-01
88000 8.20263256059532e-01
89000 8.29966680379963e-01
90000 9.12836332533785e-01
91000 9.12755594373823e-01
92000 8.28073189752762e-01
93000 8.30654973779893e-01
94000 8.97221346890614e-01
95000 8.92979455954199e-01
96000 9.13624897362576e-01
